id;puntos_historicos;puntos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;stdv_share_difference;difference_last_raffle_first_share
2034;0;0;2014-02-26 19:03:34;NA;F;NA;16;2;0;0;NA;0;0;0;NA;-1;-1;-1
2035;0;0;2014-02-27 00:24:14;NA;NA;NA;21;2;0;0;NA;0;0;0;NA;-1;-1;-1
2036;0;0;2014-02-27 01:57:15;NA;F;NA;22;2;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2037;0;0;2014-02-27 02:56:15;NA;F;NA;23;2;0;0;NA;0;0;0;NA;-1;-1;-1
2038;56;56;2014-02-27 03:39:51;NA;F;NA;0;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2039;0;0;2014-02-27 04:11:28;NA;M;NA;1;3;0;0;NA;0;0;0;NA;-1;-1;-1
2040;0;0;2014-02-27 12:30:16;NA;M;1973-06-20;9;3;0;1;MISC;0;0;0;NA;0;-1;-1
2041;552;552;2014-02-27 12:40:18;NA;M;NA;9;3;0;2;MISC;0;0;0;NA;0;0;-1
2042;0;0;2014-02-27 14:22:35;NA;M;NA;11;3;0;0;NA;0;0;0;NA;-1;-1;-1
2043;0;0;2014-02-27 14:23:32;NA;NA;NA;11;3;0;0;NA;0;0;0;NA;-1;-1;-1
2044;0;0;2014-02-27 17:19:46;NA;F;NA;14;3;0;2;MISC;0;0;0;NA;0;0;-1
2045;40;40;2014-02-27 18:11:17;NA;M;NA;15;3;0;9;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2046;0;0;2014-02-27 20:12:35;NA;F;NA;17;3;0;2;MISC;0;0;0;NA;0;0;-1
2047;0;0;2014-02-28 00:13:35;NA;NA;NA;21;3;0;1;MISC;0;0;0;NA;0;-1;-1
2048;0;0;2014-02-28 01:49:40;NA;M;NA;22;3;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2049;0;0;2014-02-28 06:07:54;NA;M;NA;3;4;0;3;CINE;0;0;0;NA;0;0;-1
2050;0;0;2014-02-28 13:20:30;NA;M;NA;10;4;0;0;NA;0;0;0;NA;-1;-1;-1
2051;1128;1128;2014-02-28 13:57:23;NA;M;NA;10;4;0;3;DEPORTES;0;0;0;NA;28;14;-1
2052;0;0;2014-03-01 01:02:50;NA;M;NA;22;4;0;0;NA;0;0;0;NA;-1;-1;-1
2053;0;0;2014-03-01 07:00:56;NA;NA;NA;4;5;0;0;NA;0;0;0;NA;-1;-1;-1
2054;0;0;2014-03-01 08:56:55;NA;NA;NA;5;5;0;0;NA;0;0;0;NA;-1;-1;-1
2055;0;0;2014-03-01 19:04:08;NA;M;NA;16;5;0;0;NA;0;0;0;NA;-1;-1;-1
2056;234;234;2014-03-03 02:44:27;NA;M;1994-09-05;23;6;0;11;DEPORTES;0;0;0;NA;0;0;-1
2057;0;0;2014-03-03 14:19:53;NA;F;NA;11;0;0;0;NA;0;0;0;NA;-1;-1;-1
2059;0;0;2014-03-03 20:21:21;NA;NA;NA;17;0;0;0;NA;0;0;0;NA;-1;-1;-1
2060;0;0;2014-03-04 03:11:52;NA;M;NA;0;1;0;0;NA;0;0;0;NA;-1;-1;-1
2061;0;0;2014-03-04 07:02:40;NA;F;NA;4;1;0;0;NA;0;0;0;NA;-1;-1;-1
2063;0;0;2014-03-04 12:54:55;NA;NA;NA;9;1;0;0;NA;0;0;0;NA;-1;-1;-1
2064;0;0;2014-03-04 16:02:10;NA;M;NA;13;1;0;0;NA;0;0;0;NA;-1;-1;-1
2065;0;0;2014-03-04 17:13:16;NA;M;NA;14;1;0;8;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2067;0;0;2014-03-04 20:06:22;NA;F;NA;17;1;0;0;NA;0;0;0;NA;-1;-1;-1
2068;0;0;2014-03-04 22:34:15;NA;NA;NA;19;1;0;0;NA;0;0;0;NA;-1;-1;-1
2069;0;0;2014-03-04 22:46:36;Universidad Tecnol;M;1988-05-19;19;1;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2070;0;0;2014-03-05 03:27:10;NA;M;NA;0;2;0;0;NA;0;0;0;NA;-1;-1;-1
2071;54;54;2014-03-05 04:08:39;Universidad Nacional Andr;M;1990-02-05;1;2;0;4;MISC;0;0;0;NA;17;8.0139;-1
2072;0;0;2014-03-05 04:51:22;NA;M;NA;1;2;0;0;NA;0;0;0;NA;-1;-1;-1
2073;60;60;2014-03-05 14:28:15;NA;F;NA;11;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2074;0;0;2014-03-05 16:01:56;NA;NA;NA;13;2;0;0;NA;0;0;0;NA;-1;-1;-1
2075;96;96;2014-03-05 19:23:03;NA;NA;NA;16;2;0;2;MISC;0;0;0;NA;48;0;-1
2076;0;0;2014-03-05 23:26:45;NA;F;NA;20;2;0;1;MISC;0;0;0;NA;0;-1;-1
2077;0;0;2014-03-06 04:47:27;NA;M;NA;1;3;0;0;NA;0;0;0;NA;-1;-1;-1
2078;0;0;2014-03-06 13:09:07;NA;F;NA;10;3;0;0;NA;0;0;0;NA;-1;-1;-1
2079;0;0;2014-03-06 16:32:03;NA;NA;NA;13;3;0;1;CINE;0;0;0;NA;0;-1;-1
2080;0;0;2014-03-06 23:30:23;Universidad de Valpara;M;1991-03-05;20;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2081;0;0;2014-03-07 03:58:25;NA;F;NA;0;4;0;2;IDEAS;0;0;0;NA;0;0;-1
2082;0;0;2014-03-07 13:35:29;NA;F;NA;10;4;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2083;0;0;2014-03-07 18:09:07;NA;F;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
2084;1816;1816;2014-03-10 01:57:04;NA;M;NA;22;6;0;23;DEPORTES;0;0;0;NA;9;1.4666;-1
2085;0;0;2014-03-10 02:35:47;NA;M;NA;23;6;0;4;CINE;0;0;0;NA;0;0;-1
2086;0;0;2014-03-10 05:03:41;NA;M;NA;2;0;0;1;MISC;0;0;0;NA;0;-1;-1
2087;0;0;2014-03-10 10:04:15;NA;F;NA;7;0;0;0;NA;0;0;0;NA;-1;-1;-1
2088;0;0;2014-03-10 12:00:53;NA;NA;NA;9;0;0;1;CINE;0;0;0;NA;0;-1;-1
2089;0;0;2014-03-10 17:50:57;NA;F;NA;14;0;0;1;MISC;0;0;0;NA;0;-1;-1
2091;0;0;2014-03-10 22:33:23;NA;F;NA;19;0;0;0;NA;0;0;0;NA;-1;-1;-1
2092;0;0;2014-03-10 23:09:26;NA;F;NA;20;0;0;0;NA;0;0;0;NA;-1;-1;-1
2093;0;0;2014-03-10 23:16:48;NA;F;NA;20;0;0;1;MISC;0;0;0;NA;0;-1;-1
2094;0;0;2014-03-11 02:11:56;NA;F;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
2095;288;288;2014-03-11 02:16:30;NA;M;NA;23;0;0;7;M;0;0;0;NA;0;0;-1
2096;0;0;2014-03-11 02:55:14;NA;F;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
2097;0;0;2014-03-11 04:59:40;NA;F;NA;1;1;0;0;NA;0;0;0;NA;-1;-1;-1
2098;0;0;2014-03-11 08:09:18;NA;M;NA;5;1;0;0;NA;0;0;0;NA;-1;-1;-1
2099;662;412;2014-03-11 22:41:10;NA;M;1998-05-28;19;1;250;14;VIDEOJUEGOS;0;1;0;1;6;1.0824;4
2100;0;0;2014-03-11 22:56:52;NA;F;NA;19;1;0;0;NA;0;0;0;NA;-1;-1;-1
2101;0;0;2014-03-12 01:15:12;NA;F;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
2103;0;0;2014-03-12 14:05:49;NA;M;NA;11;2;0;0;NA;0;0;0;NA;-1;-1;-1
2104;0;0;2014-03-12 17:32:40;NA;F;NA;14;2;0;0;NA;0;0;0;NA;-1;-1;-1
2105;0;0;2014-03-12 23:34:17;NA;NA;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
2106;0;0;2014-03-12 23:40:30;NA;F;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
2107;0;0;2014-03-13 09:45:18;NA;F;NA;6;3;0;0;NA;0;0;0;NA;-1;-1;-1
2108;0;0;2014-03-13 12:07:56;NA;NA;NA;9;3;0;0;NA;0;0;0;NA;-1;-1;-1
2109;0;0;2014-03-13 12:57:20;NA;M;NA;9;3;0;0;NA;0;0;0;NA;-1;-1;-1
2110;0;0;2014-03-13 23:17:55;NA;M;NA;20;3;0;0;NA;0;0;0;NA;-1;-1;-1
2111;108;108;2014-03-14 02:46:56;Universidad T;M;1994-10-08;23;3;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2112;0;0;2014-03-14 13:59:09;NA;NA;NA;10;4;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2113;0;0;2014-03-14 15:51:12;NA;M;NA;12;4;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2114;0;0;2014-03-14 16:18:36;NA;M;NA;13;4;0;0;NA;0;0;0;NA;-1;-1;-1
2115;0;0;2014-03-14 16:52:52;NA;F;NA;13;4;0;0;NA;0;0;0;NA;-1;-1;-1
2116;0;0;2014-03-14 18:08:43;NA;NA;NA;15;4;0;2;DEPORTES;0;0;0;NA;84;0;-1
2117;0;0;2014-03-14 18:25:43;NA;NA;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
2118;0;0;2014-03-14 21:12:13;NA;F;NA;18;4;0;0;NA;0;0;0;NA;-1;-1;-1
2119;1602;2;2014-03-14 23:02:46;NA;F;1966-12-23;20;4;1600;23;M;0;1;0;8;5;0.5979;5
2120;4849;3249;2014-03-14 23:25:25;Universidad Tecnol;M;1990-09-05;20;4;1600;84;M;0;1;0;8;4;0.2142;4
2121;0;0;2014-03-15 00:06:03;NA;NA;NA;21;4;0;0;NA;0;0;0;NA;-1;-1;-1
2122;29257;507;2014-03-15 01:34:29;Pontificia Universidad Cat;F;1989-12-12;22;4;28750;39;CINE;3;7;0;40;60;2.6816;57
2123;0;0;2014-03-15 12:17:05;NA;F;NA;9;5;0;0;NA;0;0;0;NA;-1;-1;-1
2124;24;24;2014-03-15 18:55:50;NA;F;NA;15;5;0;4;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2125;0;0;2014-03-15 19:00:36;NA;F;NA;16;5;0;2;DEPORTES;0;0;0;NA;0;0;-1
2127;0;0;2014-03-16 13:39:28;NA;M;NA;10;6;0;0;NA;0;0;0;NA;-1;-1;-1
2128;0;0;2014-03-16 14:15:44;NA;F;NA;11;6;0;0;NA;0;0;0;NA;-1;-1;-1
2129;0;0;2014-03-16 16:33:53;NA;F;NA;13;6;0;1;MISC;0;0;0;NA;0;-1;-1
2130;0;0;2014-03-17 02:26:53;NA;F;NA;23;6;0;0;NA;0;0;0;NA;-1;-1;-1
2131;0;0;2014-03-18 01:35:28;NA;M;NA;22;0;0;2;MISC;0;0;0;NA;1;0;-1
2132;0;0;2014-03-18 01:51:12;NA;F;NA;22;0;0;1;MISC;0;0;0;NA;0;-1;-1
2133;1248;1248;2014-03-18 02:20:04;NA;M;NA;23;0;0;2;MISC;0;0;0;NA;0;0;-1
2134;336;336;2014-03-18 02:24:54;NA;F;NA;23;0;0;5;MISC;0;0;0;NA;0;0;-1
2135;240;240;2014-03-18 02:33:51;NA;M;NA;23;0;0;1;MISC;0;0;0;NA;0;-1;-1
2136;0;0;2014-03-18 02:47:09;NA;F;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
2137;3448;98;2014-03-18 04:26:36;Universidad Central de Chile;F;1992-11-03;1;1;3350;21;M;2;4;0;14;50;8.6284;50
2138;0;0;2014-03-18 20:08:33;Pontificia Universidad Cat;F;1994-04-25;17;1;0;2;MISC;0;0;0;NA;0;0;-1
2140;3354;3354;2014-03-18 20:53:47;Universidad de Los Andes;F;1992-03-25;17;1;0;5;MISC;0;0;0;NA;2;0.5;-1
2141;0;0;2014-03-18 21:11:05;NA;NA;NA;18;1;0;1;MISC;0;0;0;NA;0;-1;-1
2142;0;0;2014-03-18 22:40:26;NA;F;NA;19;1;0;0;NA;0;0;0;NA;-1;-1;-1
2143;64918;16918;2014-03-18 23:16:20;Universidad Adolfo Ib;M;1995-01-09;20;1;48000;57;VIAJES;0;1;0;32;195;13.1909;168
2144;0;0;2014-03-19 01:09:52;NA;F;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
2145;0;0;2014-03-19 01:11:32;NA;M;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
2146;0;0;2014-03-19 03:35:31;NA;M;NA;0;2;0;0;NA;0;0;0;NA;-1;-1;-1
2148;0;0;2014-03-19 13:57:09;NA;M;NA;10;2;0;3;VIAJES;0;0;0;NA;0;0;-1
2149;120;120;2014-03-19 16:02:05;NA;M;NA;13;2;0;2;MISC;0;0;0;NA;2;0;-1
2150;744;744;2014-03-20 16:45:28;NA;NA;NA;13;3;0;4;VIAJES;0;0;0;NA;6;2.1602;-1
2151;0;0;2014-03-20 18:00:50;NA;M;NA;15;3;0;0;NA;0;0;0;NA;-1;-1;-1
2152;0;0;2014-03-20 18:53:30;NA;NA;NA;15;3;0;0;NA;0;0;0;NA;-1;-1;-1
2153;48;48;2014-03-20 19:42:06;NA;NA;NA;16;3;0;3;MISC;0;0;0;NA;0;0;-1
2154;48;48;2014-03-20 23:05:34;NA;M;NA;20;3;0;1;VIAJES;0;0;0;NA;0;-1;-1
2155;0;0;2014-03-20 23:12:28;NA;F;NA;20;3;0;0;NA;0;0;0;NA;-1;-1;-1
2156;0;0;2014-03-21 02:00:57;NA;M;NA;23;3;0;0;NA;0;0;0;NA;-1;-1;-1
2157;0;0;2014-03-21 14:56:57;NA;F;NA;11;4;0;0;NA;0;0;0;NA;-1;-1;-1
2158;0;0;2014-03-21 15:11:35;NA;M;NA;12;4;0;0;NA;0;0;0;NA;-1;-1;-1
2159;1503;503;2014-03-21 16:20:45;Universidad Santo Tom;F;1991-11-19;13;4;1000;7;DEPORTES;0;1;0;4;40;13.6096;0
2160;0;0;2014-03-21 18:18:42;NA;F;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
2161;0;0;2014-03-21 20:41:34;NA;F;NA;17;4;0;0;NA;0;0;0;NA;-1;-1;-1
2162;0;0;2014-03-22 02:37:27;NA;NA;NA;23;4;0;0;NA;0;0;0;NA;-1;-1;-1
2163;0;0;2014-03-22 02:39:58;NA;NA;NA;23;4;0;0;NA;0;0;0;NA;-1;-1;-1
2164;0;0;2014-03-22 03:48:28;NA;F;NA;0;5;0;2;MISC;0;0;0;NA;0;0;-1
2165;0;0;2014-03-22 14:16:59;NA;M;NA;11;5;0;0;NA;0;0;0;NA;-1;-1;-1
2166;1573;423;2014-03-22 16:56:46;Universidad Central de Chile;M;1992-08-23;13;5;1150;14;DEPORTES;0;2;0;4;18;3.52;18
2167;0;0;2014-03-22 17:52:41;NA;F;NA;14;5;0;0;NA;0;0;0;NA;-1;-1;-1
2168;48;48;2014-03-22 17:54:41;NA;F;NA;14;5;0;5;MISC;0;0;0;NA;0;0;-1
2169;0;0;2014-03-22 20:18:14;NA;NA;NA;17;5;0;0;NA;0;0;0;NA;-1;-1;-1
2170;0;0;2014-03-22 21:36:44;NA;F;NA;18;5;0;0;NA;0;0;0;NA;-1;-1;-1
2171;0;0;2014-03-23 20:58:54;NA;F;NA;17;6;0;0;NA;0;0;0;NA;-1;-1;-1
2172;135;135;2014-03-23 22:26:00;Pontificia Universidad Cat;F;1951-04-10;19;6;0;1;IDEAS;0;0;0;NA;0;-1;-1
2173;0;0;2014-03-23 23:19:48;NA;F;NA;20;6;0;2;VIAJES;0;0;0;NA;0;0;-1
2174;279;279;2014-03-24 02:42:11;NA;F;1995-01-16;23;6;0;5;VIAJES;0;0;0;NA;0;0;-1
2175;0;0;2014-03-24 18:46:47;NA;M;NA;15;0;0;0;NA;0;0;0;NA;-1;-1;-1
2176;0;0;2014-03-24 23:12:11;NA;F;NA;20;0;0;0;NA;0;0;0;NA;-1;-1;-1
2177;0;0;2014-03-24 23:28:45;NA;F;NA;20;0;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2178;0;0;2014-03-25 00:32:12;NA;M;NA;21;0;0;2;MISC;0;0;0;NA;28;0;-1
2179;0;0;2014-03-25 00:40:21;NA;M;NA;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
2180;360;110;2014-03-25 02:41:10;NA;F;NA;23;0;250;2;MISC;0;1;0;1;1;0;1
2181;0;0;2014-03-25 02:49:50;NA;M;NA;23;0;0;2;CINE;0;0;0;NA;0;0;-1
2182;0;0;2014-03-25 02:56:46;NA;M;NA;23;0;0;4;MISC;0;0;0;NA;0;0;-1
2183;72;72;2014-03-25 03:03:20;NA;M;NA;0;1;0;1;MISC;0;0;0;NA;0;-1;-1
2184;120;120;2014-03-25 06:58:58;NA;NA;NA;3;1;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2185;0;0;2014-03-25 12:02:47;NA;M;NA;9;1;0;0;NA;0;0;0;NA;-1;-1;-1
2186;359;359;2014-03-25 15:13:57;Pontificia Universidad Cat;F;1991-06-14;12;1;0;4;IDEAS;0;0;0;NA;0;0;-1
2187;0;0;2014-03-25 16:04:22;NA;NA;NA;13;1;0;0;NA;0;0;0;NA;-1;-1;-1
2188;0;0;2014-03-25 18:39:10;NA;NA;NA;15;1;0;0;NA;0;0;0;NA;-1;-1;-1
2189;264;14;2014-03-26 02:04:56;NA;F;NA;23;1;250;6;CINE;0;1;0;1;0;0;0
2190;48;48;2014-03-26 04:02:33;NA;NA;NA;1;2;0;5;CINE;0;0;0;NA;0;0;-1
2191;0;0;2014-03-26 15:23:27;NA;F;NA;12;2;0;0;NA;0;0;0;NA;-1;-1;-1
2192;304;304;2014-03-26 23:57:44;NA;NA;NA;20;2;0;7;VIDEOJUEGOS;0;0;0;NA;25;5.5802;-1
2193;2241;2241;2014-03-27 00:09:36;NA;M;1993-05-30;21;2;0;5;VIDEOJUEGOS;0;0;0;NA;3;0.8292;-1
2194;0;0;2014-03-27 16:47:30;NA;F;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
2195;3978;778;2014-03-27 17:38:15;Universidad Gabriela Mistral;M;1988-10-27;14;3;3200;23;DEPORTES;0;2;0;11;9;0.8344;7
2196;122;122;2014-03-28 02:35:33;NA;F;NA;23;3;0;3;MISC;0;0;0;NA;0;0;-1
2197;0;0;2014-03-28 19:00:48;NA;NA;NA;16;4;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2198;2109;109;2014-03-28 19:38:49;Pontificia Universidad Cat;F;1991-05-28;16;4;2000;4;VIAJES;0;3;0;8;27;11.3137;14
2199;0;0;2014-03-28 22:20:19;NA;NA;NA;19;4;0;0;NA;0;0;0;NA;-1;-1;-1
2200;56;56;2014-03-29 02:46:45;NA;NA;NA;23;4;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2201;464;464;2014-03-29 02:50:51;NA;NA;NA;23;4;0;3;MISC;0;0;0;NA;0;0;-1
2202;645;645;2014-03-29 04:41:44;Universidad Gabriela Mistral;F;1990-09-06;1;5;0;6;MISC;0;0;0;NA;0;0;-1
2203;0;0;2014-03-29 11:50:39;NA;NA;NA;8;5;0;2;MISC;0;0;0;NA;0;0;-1
2204;480;230;2014-03-29 14:39:40;NA;M;NA;11;5;250;2;MISC;0;1;0;1;0;0;0
2205;0;0;2014-03-29 16:30:14;NA;M;NA;13;5;0;0;NA;0;0;0;NA;-1;-1;-1
2206;0;0;2014-03-30 01:30:10;NA;F;NA;22;5;0;0;NA;0;0;0;NA;-1;-1;-1
2207;1935;1635;2014-03-31 02:42:16;Universidad de Chile;F;1994-07-07;23;6;300;2;VIDEOJUEGOS;0;1;0;1;0;0;0
2208;48;48;2014-03-31 03:23:31;NA;M;NA;0;0;0;1;VIAJES;0;0;0;NA;0;-1;-1
2209;0;0;2014-03-31 08:47:23;NA;M;NA;5;0;0;0;NA;0;0;0;NA;-1;-1;-1
2210;0;0;2014-03-31 14:07:08;NA;NA;NA;11;0;0;0;NA;0;0;0;NA;-1;-1;-1
2211;0;0;2014-03-31 17:34:39;Universidad del Desarrollo;M;1992-08-28;14;0;0;0;NA;0;0;0;NA;-1;-1;-1
2212;998;248;2014-03-31 17:38:22;Universidad del Desarrollo;M;1992-08-28;14;0;750;6;CINE;0;1;0;3;11;2.2271;2
2213;0;0;2014-03-31 18:29:46;NA;M;NA;15;0;0;0;NA;0;0;0;NA;-1;-1;-1
2214;0;0;2014-03-31 18:32:49;NA;M;NA;15;0;0;1;M;0;0;0;NA;0;-1;-1
2215;0;0;2014-04-01 00:47:25;NA;NA;NA;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
2217;0;0;2014-04-01 20:18:00;NA;F;NA;17;1;0;1;M;0;0;0;NA;0;-1;-1
2218;2464;1764;2014-04-02 13:16:09;NA;M;NA;10;2;700;29;DEPORTES;0;1;0;1;58;9.4375;58
2219;0;0;2014-04-02 13:29:11;NA;M;NA;10;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
2220;0;0;2014-04-02 18:16:09;NA;M;NA;15;2;0;1;M;0;0;0;NA;0;-1;-1
2222;4056;306;2014-04-03 00:10:30;NA;F;NA;21;2;3750;12;M;0;4;0;15;42;6.0275;42
2223;0;0;2014-04-03 00:44:10;NA;F;NA;21;2;0;1;MISC;0;0;0;NA;0;-1;-1
2224;0;0;2014-04-03 03:44:34;NA;F;NA;0;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2225;0;0;2014-04-03 10:04:10;NA;NA;NA;7;3;0;0;NA;0;0;0;NA;-1;-1;-1
2226;0;0;2014-04-03 10:06:50;NA;NA;NA;7;3;0;0;NA;0;0;0;NA;-1;-1;-1
2227;0;0;2014-04-03 12:50:22;NA;F;NA;9;3;0;0;NA;0;0;0;NA;-1;-1;-1
2228;0;0;2014-04-03 12:57:04;NA;M;NA;9;3;0;3;MISC;0;0;0;NA;0;0;-1
2229;0;0;2014-04-03 15:29:04;NA;NA;NA;12;3;0;0;NA;0;0;0;NA;-1;-1;-1
2230;0;0;2014-04-03 21:00:08;NA;M;NA;18;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2231;0;0;2014-04-04 02:06:13;NA;F;NA;23;3;0;0;NA;0;0;0;NA;-1;-1;-1
2232;0;0;2014-04-04 04:07:57;NA;M;NA;1;4;0;0;NA;0;0;0;NA;-1;-1;-1
2233;80;80;2014-04-04 04:12:10;NA;M;NA;1;4;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2234;768;768;2014-04-04 06:03:44;NA;M;NA;3;4;0;2;MISC;0;0;0;NA;0;0;-1
2235;0;0;2014-04-04 07:07:05;NA;M;NA;4;4;0;0;NA;0;0;0;NA;-1;-1;-1
2236;0;0;2014-04-04 13:47:51;NA;F;NA;10;4;0;3;VIDEOJUEGOS;0;0;0;NA;25;12.5;-1
2237;0;0;2014-04-04 13:50:09;NA;M;NA;10;4;0;0;NA;0;0;0;NA;-1;-1;-1
2238;0;0;2014-04-04 17:37:15;NA;M;NA;14;4;0;0;NA;0;0;0;NA;-1;-1;-1
2239;0;0;2014-04-04 17:48:47;NA;M;NA;14;4;0;2;MISC;0;0;0;NA;0;0;-1
2240;0;0;2014-04-04 18:29:36;NA;M;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
2243;0;0;2014-04-05 23:45:39;NA;M;NA;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
2244;0;0;2014-04-06 03:12:27;NA;NA;NA;0;6;0;0;NA;0;0;0;NA;-1;-1;-1
2245;0;0;2014-04-06 15:42:27;NA;NA;NA;12;6;0;0;NA;0;0;0;NA;-1;-1;-1
2246;0;0;2014-04-06 15:51:36;NA;M;NA;12;6;0;0;NA;0;0;0;NA;-1;-1;-1
2247;0;0;2014-04-06 16:18:40;NA;M;NA;13;6;0;0;NA;0;0;0;NA;-1;-1;-1
2248;0;0;2014-04-06 17:30:22;NA;NA;NA;14;6;0;0;NA;0;0;0;NA;-1;-1;-1
2249;0;0;2014-04-06 20:00:28;NA;M;NA;17;6;0;0;NA;0;0;0;NA;-1;-1;-1
2250;0;0;2014-04-06 22:39:38;NA;F;NA;19;6;0;0;NA;0;0;0;NA;-1;-1;-1
2251;0;0;2014-04-07 01:08:04;NA;M;NA;22;6;0;0;NA;0;0;0;NA;-1;-1;-1
2252;0;0;2014-04-07 01:51:53;NA;NA;NA;22;6;0;0;NA;0;0;0;NA;-1;-1;-1
2253;0;0;2014-04-07 04:47:27;NA;M;NA;1;0;0;0;NA;0;0;0;NA;-1;-1;-1
2254;0;0;2014-04-07 05:16:41;NA;M;NA;2;0;0;0;NA;0;0;0;NA;-1;-1;-1
2255;0;0;2014-04-07 06:12:13;NA;M;NA;3;0;0;0;NA;0;0;0;NA;-1;-1;-1
2257;0;0;2014-04-08 18:32:52;NA;NA;NA;15;1;0;0;NA;0;0;0;NA;-1;-1;-1
2258;384;84;2014-04-08 21:55:56;NA;F;NA;18;1;300;10;M;1;1;0;1;0;0;-44
2259;0;0;2014-04-08 22:22:37;NA;M;NA;19;1;0;0;NA;0;0;0;NA;-1;-1;-1
2260;240;240;2014-04-08 23:28:17;NA;M;NA;20;1;0;3;DEPORTES;0;0;0;NA;0;0;-1
2261;0;0;2014-04-08 23:44:03;NA;NA;NA;20;1;0;0;NA;0;0;0;NA;-1;-1;-1
2262;0;0;2014-04-09 00:12:45;NA;M;NA;21;1;0;0;NA;0;0;0;NA;-1;-1;-1
2263;0;0;2014-04-09 00:38:53;NA;M;NA;21;1;0;0;NA;0;0;0;NA;-1;-1;-1
2264;0;0;2014-04-09 01:28:41;NA;M;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
2265;0;0;2014-04-09 02:00:51;NA;F;NA;23;1;0;0;NA;0;0;0;NA;-1;-1;-1
2266;144;144;2014-04-09 16:09:41;NA;M;NA;13;2;0;4;VIDEOJUEGOS;0;0;0;NA;0;0;-1
2267;192;192;2014-04-09 22:58:19;NA;M;NA;19;2;0;5;M;0;0;0;NA;9;3.8971;-1
2268;0;0;2014-04-09 23:24:20;NA;M;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
2269;96;96;2014-04-09 23:39:59;NA;M;NA;20;2;0;1;MISC;0;0;0;NA;0;-1;-1
2270;5193;93;2014-04-10 00:13:20;Universidad de Talca;M;1993-04-17;21;2;5100;14;IDEAS;0;4;0;17;1;0.2665;1
2271;288;288;2014-04-10 00:50:09;NA;M;NA;21;2;0;7;MISC;0;0;0;NA;83;19.213;-1
2272;0;0;2014-04-10 01:27:07;NA;M;NA;22;2;0;0;NA;0;0;0;NA;-1;-1;-1
2273;0;0;2014-04-10 01:59:55;NA;M;NA;22;2;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
2274;48;48;2014-04-10 02:20:21;NA;M;NA;23;2;0;1;MISC;0;0;0;NA;0;-1;-1
2275;0;0;2014-04-10 02:21:25;NA;F;NA;23;2;0;0;NA;0;0;0;NA;-1;-1;-1
2276;2068;618;2014-04-10 15:05:51;Universidad Tecnol;M;1996-01-08;12;3;1450;20;M;0;2;0;5;1;0.2233;1
2277;240;240;2014-04-10 17:51:24;NA;NA;NA;14;3;0;2;DEPORTES;0;0;0;NA;0;0;-1
2278;0;0;2014-04-10 18:08:56;NA;NA;NA;15;3;0;0;NA;0;0;0;NA;-1;-1;-1
2279;0;0;2014-04-10 19:56:37;NA;NA;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
